ref_area.label,indicator.label,source.label,sex.label,time,obs_value,note_indicator.label,note_source.label
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta Nacional de Hogares,Sex: Male,2011,29.79,,Data reference period: July | Age coverage - minimum age: 12 years old
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta Nacional de Hogares,Sex: Female,2011,38.87,,Data reference period: July | Age coverage - minimum age: 12 years old
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta Nacional de Hogares,Sex: Total,2012,32.17,,Data reference period: July | Age coverage - minimum age: 12 years old
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta Nacional de Hogares,Sex: Male,2012,29.17,,Data reference period: July | Age coverage - minimum age: 12 years old
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta Nacional de Hogares,Sex: Female,2012,36.34,,Data reference period: July | Age coverage - minimum age: 12 years old
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta Nacional de Hogares,Sex: Total,2013,30.69,,Data reference period: July | Age coverage - minimum age: 12 years old
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta Nacional de Hogares,Sex: Male,2013,26.87,,Data reference period: July | Age coverage - minimum age: 12 years old
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta Nacional de Hogares,Sex: Female,2013,36,,Data reference period: July | Age coverage - minimum age: 12 years old
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Total,2005,48.31,Break in series: Change in source,Data reference period: July | Age coverage - minimum age: 12 years old
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Male,2005,46.28,Break in series: Change in source,Data reference period: July | Age coverage - minimum age: 12 years old
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Female,2005,51.43,Break in series: Change in source,Data reference period: July | Age coverage - minimum age: 12 years old
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Total,2008,44.87,Break in series: Change in source,Data reference period: July | Age coverage - minimum age: 12 years old
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Male,2008,43.71,Break in series: Change in source,Data reference period: July | Age coverage - minimum age: 12 years old
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Female,2008,46.56,Break in series: Change in source,Data reference period: July | Age coverage - minimum age: 12 years old
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Total,2009,43.74,Break in series: Change in source,Data reference period: July | Age coverage - minimum age: 12 years old
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Male,2009,42.27,Break in series: Change in source,Data reference period: July | Age coverage - minimum age: 12 years old
Costa Rica,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Sex: Female,2009,46.01,Break in series: Change in source,Data reference period: July | Age coverage - minimum age: 12 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2005,75.17,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Are below a certain size",Age coverage - minimum age: 10 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2005,74.33,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Are below a certain size",Age coverage - minimum age: 10 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2005,76.49,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Are below a certain size",Age coverage - minimum age: 10 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2008,51.54,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Are below a certain size",Age coverage - minimum age: 10 years old
