"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","PHL","Philippines","2013","2013",85.79404,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","PHL","Philippines","2017","2017",85.75359,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","SRB","Serbia","2013","2013",0.91043,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","SRB","Serbia","2014","2014",0.94388,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","SRB","Serbia","2015","2015",0.96813,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","SRB","Serbia","2016","2016",0.97038,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","SRB","Serbia","2017","2017",0.9738,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","ZWE","Zimbabwe","2014","2014",82.226,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","ZWE","Zimbabwe","2017","2017",86.37659,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","SEN","Senegal","2013","2013",5.19195,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","SEN","Senegal","2017","2017",5.00873,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","THA","Thailand","2013","2013",17.34295,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","THA","Thailand","2016","2016",19.9628,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","LVA","Latvia","2013","2013",0.46901,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","LVA","Latvia","2014","2014",0.47697,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","LVA","Latvia","2015","2015",0.54262,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","LVA","Latvia","2016","2016",0.4124,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","LVA","Latvia","2018","2018",1.10707,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","MDA","Republic of Moldova","2013","2013",19.03649,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","MDA","Republic of Moldova","2014","2014",20.08584,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","MDA","Republic of Moldova","2015","2015",19.37272,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","MDA","Republic of Moldova","2018","2018",20.12304,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","FJI","Fiji","2017","2017",5.36855,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","PER","Peru","2013","2013",0.88193,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","PER","Peru","2014","2014",0.87038,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","PER","Peru","2015","2015",0.87613,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","PER","Peru","2018","2018",0.88027,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","KAZ","Kazakhstan","2018","2018",99.45867,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","SVN","Slovenia","2013","2013",27.43363,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","SVN","Slovenia","2014","2014",27.97468,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","SVN","Slovenia","2015","2015",29.41176,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","SVN","Slovenia","2016","2016",30.54217,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","SVN","Slovenia","2017","2017",31.66702,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","USA","United States of America","2013","2013",98.86702,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","USA","United States of America","2014","2014",98.79341,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","USA","United States of America","2015","2015",98.77388,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","USA","United States of America","2016","2016",98.87711,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","USA","United States of America","2018","2018",99.03153,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","LCA","Saint Lucia","2013","2013",1.264,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","GTM","Guatemala","2013","2013",0.20883,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","GTM","Guatemala","2014","2014",0.47152,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","LVA","Latvia","2013","2013",0.38662,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","LVA","Latvia","2014","2014",0.5618,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","LVA","Latvia","2015","2015",0.73229,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","LVA","Latvia","2016","2016",0.51387,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","LVA","Latvia","2018","2018",1.28651,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","LTU","Lithuania","2013","2013",99.18022,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","LTU","Lithuania","2014","2014",99.12428,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","LTU","Lithuania","2015","2015",99.11047,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","LTU","Lithuania","2016","2016",99.87792,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","LTU","Lithuania","2017","2017",99.35024,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","IDN","Indonesia","2014","2014",42.92846,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","IDN","Indonesia","2015","2015",44.46584,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","IDN","Indonesia","2016","2016",40.23055,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","IDN","Indonesia","2018","2018",46.84226,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","PRI","Puerto Rico","2017","2017",87.92969,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","SGP","Singapore","2013","2013",38.33273,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","SGP","Singapore","2014","2014",39.41375,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","SGP","Singapore","2015","2015",40.07248,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","SGP","Singapore","2016","2016",40.9679,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","SGP","Singapore","2017","2017",42.3339,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","SGP","Singapore","2018","2018",43.69793,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","MLT","Malta","2013","2013",0.73847,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","MLT","Malta","2014","2014",0.75205,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","MLT","Malta","2015","2015",0.80135,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","MLT","Malta","2016","2016",0.80177,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","MLT","Malta","2018","2018",0.85071,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",99.83229,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",99.85985,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",99.74782,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","HUN","Hungary","2013","2013",98.80746,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","HUN","Hungary","2014","2014",97.89212,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","HUN","Hungary","2015","2015",97.96879,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","HUN","Hungary","2016","2016",98.23068,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2013","2013",22.18535,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2014","2014",23.21816,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2015","2015",28.56218,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2016","2016",28.96917,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2017","2017",29.79417,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2018","2018",30.54477,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","CHE","Switzerland","2014","2014",0.98814,,
